fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_accuracy_mean,test_accuracy_std,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,encoder,data_id,data_name,cv,is_classification,n_samples,n_features,categorical features,openml_url
5.563606405258179,0.27363348180173624,0.25938441753387453,0.03436150415103135,0.9635474419351431,1.992036951179961e-05,0.6140647583694521,0.005188756905676875,0.05710004872938222,0.0013955024408674303,drop,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
15.45391001701355,0.5326483232777623,1.1818464279174805,0.1341217907190307,0.9635440817765437,2.1832936938527102e-05,0.638660483737552,0.006144372062295476,0.06513527825431513,0.002494425584893946,SKOrdinalEncoder,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
23.438456296920776,0.5475534742473984,1.113950490951538,0.1826254297141376,0.9635491219862168,2.4006145284806945e-05,0.6375271590173418,0.006266496647422154,0.06466086604168576,0.00193617161123647,SKTargetEncoder,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
69.26417038440704,2.171129407355073,1.2390893697738647,0.37785213639898285,0.9635491220144429,1.3381486447570148e-05,0.6386810215369335,0.006500491421688661,0.0652670390392612,0.00226746671072383,SKTargetEncoderCV,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
22.88386468887329,0.9078540856394933,1.1181475877761842,0.3045569167371618,0.9635524821448161,1.3427533190897415e-05,0.6380027289409165,0.006124861480589038,0.06525679146510163,0.0026004950326184583,SKTargetEncoderBS,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
68.36474015712739,1.6806424234611361,1.1430155992507935,0.30535896975117144,0.9635474419351432,1.9920369511795997e-05,0.638653712372582,0.007358601724124025,0.06517914553028618,0.0026640220781826577,TargetRegressorEncoderCVBS,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
69.58799912929535,2.4280306327595746,3.3151803970336915,0.7416058975261656,0.9635457618558435,1.8073906195878913e-05,0.6378101799737596,0.007115711383672003,0.06469758050100621,0.0021598761487668966,SKTargetRegressionBaggingEncoder,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
68.035182762146,1.7137636779126322,3.2197568655014037,0.6351188144603795,0.9635508020655165,1.5491487123457268e-05,0.6376855398696556,0.006274445471277859,0.06501949892443928,0.0025996990736017406,SKTargetRegressionBaggingEncoderBS,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
13.637338876724243,0.4738687443595875,0.4531984567642212,0.0567954624610511,0.9635491219862168,2.4006145284806945e-05,0.6375567406678557,0.006236715760857821,0.06466351134060705,0.001934013529080523,JamesSteinEncoder,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
22.231317782402037,0.7541436633722913,0.4091782093048096,0.06702502956722671,0.9635474419069171,1.69107036197598e-05,0.6387029987246795,0.006709591826479036,0.06512060518020314,0.0023663390855221595,JamesSteinEncoderCV,42742,porto_seguro,10,True,595212,57,31,https://www.openml.org/d/42742
