fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_r2_mean,test_r2_std,test_neg_mean_squared_error_mean,test_neg_mean_squared_error_std,test_neg_median_absolute_error_mean,test_neg_median_absolute_error_std,encoder,data_id,data_name,cv,is_classification,n_samples,n_features,categorical features,openml_url
0.1674283742904663,0.048638210076925,0.0052561521530151,0.0010047938035388,0.0896372852152419,0.0099180083441596,-12502.81943846078,1732.4980483108825,-43.81398028037098,0.7524259420190668,drop,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
0.4404288053512573,0.097072398647192,0.0183018445968627,0.0026963502846149,0.2113506684123008,0.0310200377828893,-10828.426132606315,1538.749703326028,-40.5306379661115,0.712268822725961,SKOrdinalEncoder,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
0.5099057197570801,0.1279704885187433,0.0140083312988281,0.0028913389650104,0.2007812766344205,0.0367283248884533,-10939.7442009822,1326.257581838837,-38.6060627355445,0.7267076891859408,SKTargetEncoder,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
1.0329548835754394,0.0690469821374933,0.0133409738540649,0.0014599956222271,0.2236041817564868,0.0377244197631308,-10649.662150425122,1463.9835760305211,-39.362115088950006,1.0030301238606898,SKTargetEncoderCV,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
0.4507066249847412,0.1080824507647351,0.0113681554794311,0.0018959170952773,0.1864803702304899,0.0404651958796848,-11146.642431142278,1447.2967931142418,-38.47344986472832,0.4333576895651838,SKTargetEncoderBS,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
1.0753989219665527,0.109528238440736,0.0138218402862548,0.0022934777001936,0.2146213949026004,0.0355589446648822,-10774.372432462606,1470.3107667081374,-39.24768409295315,0.7927312082606176,TargetRegressorEncoderCVBS,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
1.072447371482849,0.0454667682870952,0.0316406726837158,0.0028903365896048,0.2104486224482738,0.0368042987193473,-10809.02210148655,1322.1782758704353,-38.27567359433565,0.4670479512343294,SKTargetRegressionBaggingEncoder,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
1.0526366710662842,0.1027817428434027,0.0304218769073486,0.0033295871291212,0.2068287559604407,0.0398787403999692,-10869.514531773437,1437.360746544787,-38.289970738995216,0.5508583211214658,SKTargetRegressionBaggingEncoderBS,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
0.3770798444747925,0.0785998703254784,0.0176832675933837,0.0030273453539022,0.208145621993474,0.0293980086887546,-10854.78722283849,1397.374026127067,-38.614816804106056,0.6628737509482991,JamesSteinEncoder,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
0.68101065158844,0.0737253116741877,0.0181280612945556,0.0020260088182293,0.203178519186105,0.0258812923525418,-10941.526399471592,1541.1576788070197,-39.11717240488327,0.9600490663237288,JamesSteinEncoderCV,42495,delays_zurich_transport,10,False,27327,17,5,https://www.openml.org/d/42495
