fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_accuracy_mean,test_accuracy_std,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,encoder,data_id,data_name,cv,is_classification,n_samples,n_features,categorical features,openml_url
7.805556917190552,0.5870959511500192,0.1085883378982544,0.0125658638602114,0.8922489278855853,0.0198212216509743,0.7490185137370318,0.0495071907032423,0.4268656031233869,0.1131658161112319,TargetRegressorEncoderCVBS,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
0.9162272453308106,0.2359926018108465,0.0549718856811523,0.0125748032308192,0.8772042563108405,0.0009963312358107,0.6847046151496989,0.0153780817407964,0.2439862731545092,0.0171358011464349,drop,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
1.744991993904114,0.1609414445203634,0.1241009473800659,0.0082245063564842,0.8614324253565483,0.0405881365541899,0.6902805842200312,0.0687471643857019,0.3633573919366132,0.1070104481012932,SKOrdinalEncoder,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
2.9197777986526487,0.2147937380299295,0.1088717937469482,0.0165067101525876,0.7904994869162036,0.1084758660799604,0.6119205729873058,0.091465065807017,0.2523391119010486,0.1197491126735206,SKTargetEncoder,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
7.974267292022705,0.5893924453085007,0.1074151039123535,0.0094789865972284,0.8953594385623127,0.01624649736469,0.7409168100952191,0.0539765094841945,0.4259659860276574,0.1205559970572191,SKTargetEncoderCV,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
3.0028744459152223,0.3309937954649183,0.106549334526062,0.020094443464242,0.8177084514856563,0.0826067553149577,0.626322583559098,0.0962064988076683,0.2641375944618783,0.121298522039889,SKTargetEncoderBS,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
7.305661058425903,0.2746016397362887,0.3397996664047241,0.0591458379987575,0.8132557473138426,0.0826951434125722,0.6156941041655517,0.0926608933542627,0.262536383805434,0.1177645531643039,SKTargetRegressionBaggingEncoder,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
7.190128254890442,0.2698349091322059,0.3250136137008667,0.0487517402823315,0.8179414370724153,0.0816173549715954,0.6236584616040564,0.0948727501779656,0.2573498309055415,0.1228027338142124,SKTargetRegressionBaggingEncoderBS,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
1.5289591073989868,0.1927100789451604,0.1216689825057983,0.0078730577451385,0.7887592428204031,0.1092586896087888,0.6087155813504499,0.0919470253397068,0.2508010228010052,0.1205435782069243,JamesSteinEncoder,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
2.839267873764038,0.1966654637480198,0.1235506772994995,0.0128473689092112,0.8924408551293981,0.0179222541049255,0.7428013304248822,0.0609404935255454,0.4210987137106763,0.1283058148291121,JamesSteinEncoderCV,41162,kicks,10,True,72983,32,18,https://www.openml.org/d/41162
