fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_r2_mean,test_r2_std,test_neg_mean_squared_error_mean,test_neg_mean_squared_error_std,test_neg_median_absolute_error_mean,test_neg_median_absolute_error_std,encoder,data_id,data_name,cv,is_classification,n_samples,n_features,categorical features,openml_url
2.3991196870803835,0.2886758991706836,0.14918744564056396,0.013948177607562043,0.7133142886286448,0.09591941497481628,-40.05192648642636,20.6081019884067,-2.952143777971685,0.31788971891919254,drop,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
14.586732101440429,3.0266790484693518,0.6914968252182007,0.08820725293986031,0.7226940728409184,0.08919008883825875,-38.42893283652967,18.65414768254705,-2.9153961731391616,0.39961834698188065,SKOrdinalEncoder,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
45.97551021575928,3.1532787038953107,0.540019178390503,0.1408598468146898,0.7238197732094477,0.12371874592183897,-38.55776644549493,22.449867905965576,-2.777705171657084,0.3884463484572683,SKTargetEncoder,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
168.26365621089934,8.637916921176197,0.5194392204284668,0.18909540671921946,0.7453787648826635,0.0927954445820421,-35.77523800335835,20.313674606985156,-2.742494148599296,0.2959034298452221,SKTargetEncoderCV,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
45.00354716777802,4.661332441466504,0.5195026636123657,0.13621279633613173,0.7134233743913754,0.14016924244673867,-40.33024448156782,25.73273539297132,-2.782706048841711,0.4009257154513425,SKTargetEncoderBS,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
166.37873888015747,8.844031888229269,0.5761570692062378,0.12264235809446429,0.7466676599905522,0.08954937482912392,-35.49494352153927,19.380312193265453,-2.755022683920962,0.29723028846991084,TargetRegressorEncoderCVBS,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
130.16711840629577,9.216245055133275,0.6999070882797241,0.11045508502396444,0.7462530779685168,0.09419772421943609,-35.64913070905773,20.59801620434876,-2.737469292151747,0.3208573305458021,SKTargetRegressionBaggingEncoder,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
128.17832140922548,13.211326910240064,0.7000615358352661,0.1314132521133523,0.7506657581256542,0.0902597213998785,-34.93613790870416,19.541038592758742,-2.7251642796325792,0.3151734112808264,SKTargetRegressionBaggingEncoderBS,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
14.417421913146972,2.5625007513804534,0.6153955459594727,0.06451739040253372,0.7143111993962077,0.13693702816959033,-39.77928865710832,23.552527558619104,-2.7890643145251266,0.4027087483457194,JamesSteinEncoder,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
13.550660252571106,1.7412435511736726,0.45378737449645995,0.06414642237890157,0.7487289306323041,0.0871223346802627,-35.088219744219245,18.510081733823778,-2.7545881254212716,0.2893909038257228,JamesSteinEncoderCV,42207,particulate-matter-ukair-2017,10,False,394299,9,6,https://www.openml.org/d/42207
