fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_r2_mean,test_r2_std,test_neg_mean_squared_error_mean,test_neg_mean_squared_error_std,test_neg_median_absolute_error_mean,test_neg_median_absolute_error_std,encoder,data_id,data_name,cv,is_classification,n_samples,n_features,categorical features,openml_url
1.240266466140747,0.0882707199534128,0.0457455873489379,0.0051192233125905,0.0682231085048848,0.011758837973045,-7853716.354656527,290044.8147825064,-1523.9405237333758,8.658049908285637,drop,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
21.42577440738678,2.171978654043291,0.636693787574768,0.1192852205705436,0.5675055191689913,0.0141800204543336,-3650493.1191361337,261994.03873325195,-781.524375797055,7.790401382884139,SKOrdinalEncoder,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
29.29828152656556,2.0514434886461363,0.5803293466567994,0.1526171714176775,0.5721651037243858,0.0118686353684351,-3610280.017036432,237283.3544299073,-780.6423021727217,9.43049010865956,SKTargetEncoder,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
74.17740628719329,2.721442318213464,0.6989874839782715,0.2907518480412843,0.569406652919759,0.0114658173013202,-3634323.989122152,248759.0861726784,-780.4779332445635,8.049495491127093,SKTargetEncoderCV,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
29.494256210327148,1.944659492074375,0.5799139976501465,0.1561123825352575,0.5694953204237738,0.0118931685235105,-3633048.5718678646,243072.0250630956,-780.2464365411485,9.21281314201038,SKTargetEncoderBS,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
73.24514381885528,2.3994363027796943,0.5778075456619263,0.1828868125438064,0.5674520787666976,0.012140350546566,-3650425.8708650568,246386.45157807547,-784.0780060758495,7.43018397878552,TargetRegressorEncoderCVBS,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
76.55670702457428,3.1043653954936734,1.853984236717224,0.3400389452142018,0.5728889601992518,0.0106615785068032,-3603248.6053803726,217477.82218428687,-781.7411522721407,5.626399451451863,SKTargetRegressionBaggingEncoder,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
76.66660876274109,2.618083008972933,1.7931766510009766,0.3608477459351724,0.5675220358814193,0.0121142268608815,-3650386.154742165,254356.6642772269,-779.7496358304376,9.42273225761069,SKTargetRegressionBaggingEncoderBS,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
17.619981956481933,3.0374389647836417,0.3329915761947631,0.0156724378570455,0.5713748449011594,0.0121946610435677,-3616388.525503166,230057.0751605912,-780.4482512990955,10.2257682884251,JamesSteinEncoder,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
29.025328731536867,1.2748599689205549,0.3416848421096802,0.0373087989553646,0.5694936650261676,0.0108439179098749,-3632902.123314075,235276.3572409919,-781.2077292851891,7.614182360447414,JamesSteinEncoderCV,42571,Allstate_Claims_Severity,10,False,188318,130,116,https://www.openml.org/d/42571
